nconst	primaryName	birthYear	deathYear	primaryProfession	knownForTitles
nm0002168	Willeke van Ammelrooy	1944	\N	actress,director,writer	tt0112379,tt0410297,tt0181194,tt0198654
nm0002169	Tori Amos	1963	\N	soundtrack,actress,composer	tt0119223,tt0114857,tt0117998,tt0116225
nm0002170	Ashok Amritraj	1957	\N	producer,actor,writer	tt0208988,tt1071875,tt0144117,tt2891174
nm0002171	Franco Amurri	1958	\N	director,writer,assistant_director	tt0164519,tt0110557,tt0099581,tt0091819
nm0002172	Mukul Anand	1951	1997	director,writer,producer	tt0104607,tt13782010,tt0092026,tt0098999
nm0002173	Laurie Anderson	1947	\N	soundtrack,composer,actress	tt0093191,tt0091216,tt4935446,tt0819103
nm0002174	Yves Angelo	1956	\N	cinematographer,camera_department,director	tt0297301,tt0153588,tt0119853,tt0109454
nm0002175	Ken Annakin	1914	2009	director,writer,producer	tt0056197,tt0049847,tt0084504,tt0059797
nm0002177	Oscar Apfel	1878	1938	actor,director,writer	tt0004635,tt0013902,tt0006403,tt0007028
nm0002178	Alexandre Arcady	1947	\N	producer,writer,director	tt3600588,tt0090932,tt1558741,tt1934205
nm0002179	George Archainbaud	1890	1959	director,assistant_director,writer	tt0013463,tt0020900,tt0013944,tt0030229
nm0002180	Francesca Archibugi	1960	\N	writer,director,actress	tt1261056,tt0143093,tt0107040,tt0095633
nm0002181	Imanol Arias	1956	\N	actor,director,producer	tt0302447,tt0222534,tt0119974,tt0093458
nm0002182	Harold Arlen	1905	1986	soundtrack,music_department,composer	tt0120184,tt0119488,tt0032138,tt1856101
nm0002183	George Arliss	1868	1946	actor,writer,soundtrack	tt0024742,tt0019823,tt0020938,tt0021595
nm0002184	Vic Armstrong	1946	\N	stunts,assistant_director,actor	tt2467046,tt0480249,tt0948470,tt0246460
nm0002185	Malcolm Arnold	1921	2006	composer,music_department,soundtrack	tt0064072,tt0070359,tt0050212,tt0053318
nm0002186	Luciana Arrighi	1940	\N	production_designer,costume_designer,actress	tt0104454,tt0114388,tt0107943,tt0166485
nm0002187	Giorgos Arvanitis	1941	\N	cinematographer,camera_department,producer	tt0289485,tt0220831,tt0089590,tt4568370
nm0002188	Dorothy Arzner	1897	1979	director,editor,writer	tt0023891,tt0014741,tt0021969,tt0023213
nm0002189	Giuliano Carnimeo	1932	2016	director,assistant_director,writer	tt0055577,tt0085514,tt0063158,tt0069073
nm0002190	Anthony Asquith	1902	1968	director,writer,actor	tt0030637,tt0043362,tt0038238,tt0019509
nm0002191	Jacques Audiard	1952	\N	writer,director,editorial_department	tt4082068,tt2053425,tt1235166,tt4971344
nm0002192	Michel Audiard	1920	1985	writer,director,actor	tt0057344,tt0164212,tt0082436,tt0089726
nm0002193	Claude Autant-Lara	1901	2000	director,writer,costume_designer	tt0047432,tt0038476,tt0049877,tt0045569
nm0002194	Pupi Avati	1938	\N	writer,director,producer	tt0098390,tt0085597,tt1267498,tt1249306
nm0002195	Hy Averback	1920	1997	director,producer,actor	tt0050053,tt0068098,tt0043435,tt0053547
nm0002196	Gabriel Axel	1918	2014	director,actor,writer	tt0050464,tt0125695,tt0092603,tt0063531
nm0002197	William Axt	1888	1959	composer,music_department,soundtrack	tt0025878,tt0029892,tt0021516,tt0030120
nm0002198	Charles Aznavour	1924	2018	soundtrack,actor,composer	tt0120663,tt10749896,tt0054389,tt5164214
nm0002199	Hector Babenco	1946	2016	director,writer,producer	tt0082912,tt0120674,tt0077878,tt0293007
nm0002200	Richard Walden	\N	\N	camera_department,cinematographer,art_department	tt0338337,tt0093409,tt0086567,tt0218817
nm0002201	John Debney	1956	\N	music_department,composer,soundtrack	tt1485796,tt3040964,tt0335345,tt1228705
nm0002202	Roy Webb	1888	1982	composer,music_department,soundtrack	tt0029947,tt0035860,tt0039689,tt0038787
nm0002203	Loren Miller	\N	\N	editor,director,writer	tt8686236,tt9394858,tt0190795,tt0190355
nm0002204	Michael A. Dawson	\N	\N	editorial_department,editor,sound_department	tt0119107,tt0780186,tt1205541,tt0133302
nm0002205	Branislav Zivkovic	1947	\N	composer,music_department,soundtrack	tt0088312,tt0077273,tt0074701,tt0094914
nm0002206	Kevin Brownlow	1938	\N	producer,director,miscellaneous	tt0055024,tt0364151,tt0158310,tt0172202
nm0002207	Richard Franklin	1948	2007	director,producer,writer	tt0301989,tt0113337,tt0091415,tt0078067
nm0002208	Michael T. Andreas	\N	\N	music_department,sound_department,composer	tt0111323,tt0308208,tt0167190,tt0219965
nm0002209	John McDermott	1893	1946	actor,writer,director	tt0024993,tt0018381,tt0012559,tt0017084
nm0002210	Frank DeCaro	1962	\N	actor,writer,miscellaneous	tt0283427,tt0289785,tt0296065,tt8900306
nm0002211	Christopher DeFaria	1959	\N	producer,production_manager,actor	tt1454468,tt2386490,tt1392190,tt1677720
nm0002212	Anders Bohman	1965	\N	cinematographer,camera_department,director	tt0496546,tt0116149,tt0171851,tt0341151
nm0002213	Anders Bohman	1957	\N	producer	tt0120150
nm0002214	Doug Nelson	\N	\N	sound_department,music_department	tt0331265,tt0355406,tt0096532,tt0092342
nm0002215	Doug Nelson	\N	\N	camera_department	tt0101264,tt0111127,tt0099329,tt0108277
nm0002216	Yves Robert	1920	2002	actor,producer,writer	tt0242775,tt0054949,tt0076470,tt0068655
nm0002217	Mychael Danna	1958	\N	composer,music_department,soundtrack	tt0449059,tt0265343,tt0454876,tt1210166
nm0002218	Claude Miller	1942	2012	director,writer,production_manager	tt0089072,tt0490234,tt0098087,tt0082436
nm0002219	Alexander Scherer	1965	\N	production_designer,art_director,art_department	tt2382009,tt1838603,tt0159382,tt1937390
nm0002220	Alexander Scherer	\N	\N	director,writer,producer	tt0110275,tt2879912
nm0002221	Mark V. Phillips	\N	\N	editorial_department,visual_effects,sound_department	tt4052882,tt2548396,tt0329774,tt6565702
nm0002222	Christopher Bradley	1961	\N	actor,director,writer	tt0096426,tt0087472,tt4287236,tt0119508
nm0002223	Vera Anderson	\N	\N	camera_department,miscellaneous,producer	tt0091343,tt0182992,tt0077660,tt0087041
nm0002224	James Moll	\N	\N	producer,director,editor	tt0827507,tt0795174,tt0174852,tt1853563
nm0002225	Axel Sand	1961	\N	cinematographer,director,camera_department	tt1305627,tt0258827,tt0458349,tt5567494
nm0002226	Misha Segal	1943	\N	composer,soundtrack,music_department	tt1883367,tt0098090,tt0093744,tt0089461
nm0002227	John Frizzell	1966	\N	composer,music_department,soundtrack	tt0118583,tt2071645,tt0151804,tt4881578
nm0002228	Nicholas Musuraca	1892	1975	cinematographer,camera_department,art_department	tt0039689,tt0040458,tt0031774,tt0044209
nm0002229	Carlos M. Gallardo	\N	\N	camera_department	tt0091209,tt0091129,tt0119488,tt0119229
nm0002230	Carlos Gallardo	\N	\N	producer,actor,writer	tt0104815,tt0112851,tt1077258,tt2034176
nm0002231	Gian Maria Volontè	1933	1994	actor,director,writer	tt0068346,tt0058461,tt0059578,tt0065889
nm0002232	Erich von Stroheim Jr.	1916	1968	assistant_director,actor	tt0048913,tt0055423,tt0052442,tt0052837
nm0002233	Erich von Stroheim	1885	1957	actor,writer,director	tt0019558,tt0009937,tt0043014,tt0028950
nm0002234	Scott Robertson Price	\N	\N	assistant_director,miscellaneous,producer	tt1084733,tt0285439,tt0097474,tt0106881
nm0002235	Mike Hagerty	1954	\N	actor,soundtrack	tt0093693,tt0141369,tt0108174,tt0105793
nm0002236	Eric M. Klein	1967	\N	editorial_department,sound_department,visual_effects	tt14865290,tt13472984,tt13774206,tt8521718
nm0002237	John David Allen	\N	\N	editor,editorial_department,director	tt0096770,tt11388416,tt1530996,tt0306734
nm0002238	John A. Kuri	1945	\N	producer,writer,director	tt0110734,tt0101609,tt0092721,tt15066556
nm0002239	Prince	1958	2016	soundtrack,composer,actor	tt0099691,tt0092133,tt0087957,tt0096895
nm0002240	Katt Shea	1956	\N	director,actress,writer	tt0086250,tt0105156,tt0144814,tt0100707
nm0002242	Anthony Valentine	1939	2015	actor,soundtrack	tt1356323,tt0424417,tt0061238,tt0103411
nm0002243	Sam Douglas	1957	\N	actor	tt7016936,tt1657507,tt0208092,tt0120663
nm0002244	Patrick Robert Smith	1964	\N	actor,stunts	tt0110442,tt3475734,tt1196946,tt0106079
nm0002245	Tzi Ma	\N	\N	actor,producer	tt8637428,tt8902948,tt4566758,tt2543164
nm0002246	Harry Van Gorkum	\N	\N	actor,miscellaneous,writer	tt1538403,tt0313911,tt0314353,tt0838232
nm0002247	Alan Natale	\N	\N	actor,camera_department,casting_director	tt0209047,tt6420834,tt0118590,tt0292887
nm0002248	Gerard Kelly	1959	2010	actor,director	tt0281973,tt0197152,tt1380818,tt0090401
nm0002249	Matt Lyon	\N	\N	actor	tt0117420
nm0002250	Rémi Bergman	1960	\N	production_manager,location_management,actor	tt0401445,tt0106195,tt0269329,tt0097604
nm0002251	Dan Krumlauf	\N	\N	make_up_department	tt0116202
nm0002252	David A. Armstrong	\N	\N	camera_department,cinematographer,writer	tt6170804,tt0432348,tt0387564,tt1551630
nm0002253	John Carroll Lynch	1963	\N	actor,soundtrack,director	tt1070874,tt0348836,tt4276820,tt0116282
nm0002254	King Hu	1931	1997	actor,director,writer	tt0060635,tt0079886,tt0064451,tt0084793
nm0002255	Sergei Kozlov	1964	\N	cinematographer,actor,camera_department	tt0107309,tt0106710,tt0130414,tt0110355
nm0002256	Jordanna Fineberg	1970	\N	costume_department,costume_designer,miscellaneous	tt2275629,tt0383574,tt1477715,tt1632701
nm0002257	Håkan Holmberg	1957	\N	cinematographer,camera_department,miscellaneous	tt13370748,tt0127382,tt0228871,tt10540142
nm0002258	Jeffrey Abramson	1974	\N	producer,miscellaneous,location_management	tt0116000,tt0116289,tt0120192,tt0413975
nm0002259	Danny Nowak	1959	\N	cinematographer,camera_department,actor	tt0120609,tt6491178,tt0165929,tt6195094
nm0002260	Melissa Moseley	\N	\N	camera_department	tt0401729,tt0433035,tt0107076,tt1375666
nm0002261	Alexander Kiening	1973	\N	producer,camera_department,production_manager	tt0133385,tt5314232,tt4670580,tt8629136
nm0002262	J.P. Manoux	1969	\N	actor,director,writer	tt0108757,tt1759761,tt0356150,tt0340281
nm0002263	Ken Rudolph	1941	\N	editorial_department,miscellaneous,visual_effects	tt0095655,tt0116225,tt0065611,tt0109190
nm0002264	Glenn Gaines	\N	\N	sound_department,actor,music_department	tt0207377,tt1353056,tt0245891,tt0131502
nm0002265	John B. Josselyn	1971	\N	art_director,art_department,production_designer	tt0117731,tt0233469,tt8111088,tt1464540
nm0002266	Jak Osmond	1966	\N	special_effects,assistant_director,actor	tt0253556,tt1772240,tt0449487,tt4680182
nm0002267	Franco Barbeite	\N	\N	editorial_department,director,cinematographer	tt0111453,tt1437336,tt0183659,tt0176579
nm0002268	Gary Vermeir	\N	\N	writer,actor	tt1596563,tt0446636,tt0115243,tt0808080
nm0002269	Edmon Ryan	1905	1984	actor	tt0066473,tt0042771,tt0065112,tt0043238
nm0002270	Rex Ingram	1895	1969	actor,soundtrack	tt0051666,tt0031020,tt0033152,tt0036323
nm0002271	Rex Ingram	1892	1950	director,actor,writer	tt0019469,tt0017103,tt0201452,tt0006740
nm0002272	Glenn M. Benest	\N	\N	writer,producer,miscellaneous	tt0181804,tt0453463,tt0294631,tt0082245
nm0002273	Brett Boydstun	1966	\N	miscellaneous,production_manager,producer	tt0120828,tt0163025,tt0114194,tt0120903
nm0002274	Nina Gold	\N	\N	casting_director,casting_department,producer	tt1478964,tt0810819,tt2527338,tt1504320
nm0002275	Mark Parry	\N	\N	cinematographer,camera_department,actor	tt0104438,tt2159538,tt0109770,tt0104922
nm0002276	Reinier Selen	1972	\N	producer,miscellaneous,production_manager	tt0288861,tt1320352,tt1800338,tt1609159
nm0002277	Jürgen Knoll	1965	\N	costume_designer,costume_department	tt1054515,tt0347017,tt0113155,tt0218516
nm0002278	Simon Marshall	\N	\N	director,writer	tt0179400,tt5514364,tt0197948
nm0002279	Chuck McClelland	\N	\N	editor,editorial_department	tt0069897,tt0071517,tt0065317,tt0086734
nm0002280	Charles McClelland	\N	\N	editor,editorial_department,director	tt0115237,tt0118437,tt0286788,tt1319735
nm0002281	Lisa Janowski	\N	\N	assistant_director,miscellaneous	tt0119217,tt0115632,tt0158371,tt0110308
nm0002282	Jeff Marsh	1961	\N	composer,music_department,soundtrack	tt0105104,tt3744264,tt0078622,tt0108099
nm0002283	Rodney Taylor	\N	\N	cinematographer,camera_department	tt1517260,tt0278435,tt0486822,tt0815236
nm0002284	Saeed Shahram	\N	\N	composer	tt1935196,tt2162870,tt0149302,tt9899840
nm0002285	Pat O'Brien	1899	1983	actor,soundtrack,producer	tt0053291,tt0028955,tt0039772,tt0029870
nm0002286	Michael W. Abbott	\N	\N	producer,director,cinematographer	tt10584528,tt0488535,tt4247938,tt9471222
nm0002287	Gary Kauffman	\N	\N	miscellaneous,producer,actor	tt0978759,tt0116985,tt0353324,tt0337728
nm0002288	Elliott Goldkind	1964	\N	music_department,composer,sound_department	tt0432291,tt2543508,tt0449059,tt1494829
nm0002289	Mikhail Kozlovsky	\N	\N	actor	tt0164204
nm0002290	Loren Avedon	1962	\N	actor,stunts,producer	tt0309452,tt0102217,tt0118944,tt0114447
nm0002291	Joanna Jimenez	\N	\N	editorial_department,sound_department,editor	tt0329717,tt0118665,tt0103644,tt0091867
nm0002292	Peggy Names	\N	\N	sound_department,camera_department	tt0181689,tt0407304,tt0111282,tt0368891
nm0002293	Heather Lee	\N	\N	actress,writer,miscellaneous	tt1442437,tt0844441,tt0497502
nm0002294	Timm Zemanek	1947	\N	actor	tt0306275,tt0176783,tt0161216,tt0331468
nm0002295	Karin Thayer	1971	\N	director,cinematographer,writer	tt0202631,tt0202394,tt0202332,tt0177211
nm0002296	Folmer Wiesinger	\N	\N	editor,editorial_department,sound_department	tt0358809,tt0097662,tt0098996,tt0120174
nm0002297	Oswald Schwander	\N	\N	sound_department,composer	tt1188729,tt0116791,tt0318081,tt0170949
nm0002298	Roger Sword	1933	2010	sound_department,editor,editorial_department	tt0088011,tt0081534,tt0092965,tt0080455
nm0002299	Carlo Varini	1946	2014	cinematographer,camera_department	tt0372824,tt0095250,tt0493395,tt0090095
nm0002300	Robert E. Collins	1935	2008	cinematographer,camera_department,actor	tt0086034,tt0086759,tt0202179,tt0078346
nm0002301	Carl Davis	1936	\N	composer,music_department,soundtrack	tt0017925,tt0970179,tt0021749,tt0082416
nm0002302	James Bernard	1925	2001	composer,soundtrack,writer	tt0050280,tt0042949,tt0013442,tt0051554
nm0002303	Trevor Jones	1949	\N	composer,music_department,soundtrack	tt0118929,tt0106582,tt0104691,tt0125439
nm0002304	Laurence Rosenthal	1926	\N	music_department,composer,soundtrack	tt0094791,tt0082186,tt0103586,tt0765476
nm0002305	Patrick Williams	1939	2018	composer,music_department,soundtrack	tt0075528,tt0099329,tt0104051,tt0078902
nm0002306	Boris Paval Conen	1968	\N	director,writer,editor	tt0486185,tt0938293,tt6242270,tt0756342
nm0002307	Marge Piane	\N	\N	assistant_director,miscellaneous	tt0120201,tt1024255,tt1135985,tt0279113
nm0002308	Ayesa Adams	\N	\N	camera_department,art_department	tt0323741,tt0150500,tt0118886,tt0187357
nm0002309	James 'Keeper' Auld	1968	\N	camera_department	tt0418279,tt0427392,tt0469263,tt1079360
nm0002310	David Trulli	1961	\N	cinematographer,camera_department	tt0137094,tt0404156,tt0266629,tt0326669
nm0002311	Montagu Love	1880	1943	actor,soundtrack	tt0028757,tt0033028,tt0029843,tt0031398
nm0002312	Obie Benz	1949	\N	producer,director,miscellaneous	tt0083590,tt5278426,tt0082012,tt0095289
nm0002313	Greg Fawcett	1958	\N	assistant_director,production_manager,stunts	tt8781414,tt0150377,tt0357277,tt0378109
nm0002314	Mac Ruth	1967	\N	sound_department,miscellaneous,assistant_director	tt3659388,tt0402901,tt1856101,tt4172430
nm0002315	Roger Wielgus	1951	\N	director,assistant_director,writer	tt0205207,tt0204273,tt0204965,tt0205042
nm0002316	Alice D.G. Miller	1894	1985	writer	tt0017509,tt0019501,tt0023951,tt0028207
nm0002317	Alice Duer Miller	1874	1942	writer,actress,miscellaneous	tt0021272,tt0026942,tt0028505,tt0044855
nm0002318	John Foster	\N	\N	cinematographer,camera_department,producer	tt0420291,tt0120244,tt0082418,tt0274812
nm0002319	John Foster	\N	\N	camera_department	tt0092965,tt0454824,tt0118661,tt0113492
nm0002320	Fred Murphy	1942	\N	cinematographer,camera_department,director	tt0119664,tt0363988,tt0265349,tt0164181
nm0002321	Fred V. Murphy	1943	2013	cinematographer,camera_department	tt0105946,tt0097166,tt0094138,tt0346222
nm0002322	Richard Burns	\N	\N	actor,producer	tt0442933,tt0891527,tt0096134,tt0975645
nm0002323	Stephen McNutt	\N	\N	cinematographer,camera_department	tt1839578,tt0407362,tt4047038,tt0799862
nm0002324	Robert Dawson	\N	\N	miscellaneous,visual_effects	tt0120903,tt0133152,tt0119116,tt0120591
nm0002325	Matthew Versteeg	1966	\N	set_decorator,art_department,art_director	tt1259571,tt11192306,tt5531470,tt2654580
nm0002326	Al Sapienza	1956	\N	actor,producer	tt1632701,tt5057054,tt1856010,tt0141842
nm0002327	Brett Lewis	\N	\N	actor,writer,assistant_director	tt0197753,tt0077597
nm0002328	Christopher Prince	\N	\N	actor	tt0074042,tt0082386
nm0002329	Christopher Prince	\N	\N	editorial_department,editor,producer	tt0309905,tt0129117,tt1437346,tt0173760
nm0002330	Larry Portmann	1965	\N	camera_department	tt0118956,tt0770828,tt0831387,tt1318514
nm0002331	Stephen Jones	\N	\N	producer,production_manager	tt1454468,tt0348150,tt0451279,tt7126948
nm0002332	Stephen Lang	1952	\N	actor,writer,producer	tt4160708,tt0108358,tt0499549,tt0091474
nm0002333	Robert Estrin	1942	\N	editor,producer,editorial_department	tt0094894,tt0069762,tt0068334,tt0105265
nm0002334	Douglas C. Hart	\N	\N	camera_department,visual_effects	tt0102945,tt0165798,tt0097770,tt0100404
nm0002335	Brahm Wenger	\N	\N	music_department,composer,soundtrack	tt0196516,tt0113313,tt0264559,tt4885044
nm0002336	Declan Quinn	1957	\N	cinematographer,camera_department,producer	tt0411195,tt10795574,tt8503618,tt9827834
nm0002337	Roger Christian	1944	\N	art_department,director,writer	tt0084658,tt0110689,tt0076759,tt0120915
nm0002338	Jack Clayton	1921	1995	producer,director,assistant_director	tt0049000,tt0297626,tt0062089,tt0055018
nm0002339	Allen Coulter	\N	\N	director,producer,assistant_director	tt1403981,tt0427969,tt0141842,tt0914387
nm0002340	Stuart Gordon	1947	2020	writer,director,producer	tt0106950,tt0758786,tt0091083,tt0089885
nm0002341	Richard T. Whelan	\N	\N	actor	tt0398839,tt0371282,tt0314822,tt0153012
nm0002342	Richard Whelan	\N	\N	assistant_director,producer,director	tt0458339,tt0113189,tt6806448,tt2094766
nm0002343	Adrian G. Griffiths	1964	\N	actor,stunts,director	tt0822854,tt0118480,tt3385516,tt0458525
nm0002344	Tom Judson	1960	\N	actor,composer,music_department	tt1156149,tt0470272,tt0100142,tt0864992
nm0002345	Jonathan Southard	1960	\N	assistant_director,miscellaneous,production_manager	tt0120338,tt6513656,tt3963816,tt13153678
nm0002346	Harry Marker	1899	1990	editor	tt0037536,tt0031774,tt0032021,tt0031314
nm0002347	Kate O'Toole	1960	\N	actress,producer	tt0092843,tt0256276,tt1646922,tt2204867
nm0002348	Ray Preziosi	\N	\N	cinematographer,camera_department	tt0207554,tt0338988,tt7156832,tt0122076
nm0002349	Kevin Inch	\N	\N	producer,director,assistant_director	tt0096583,tt0993840,tt0101199,tt0083470
nm0002350	Jim Meskimen	1959	\N	actor,animation_department,producer	tt0170016,tt0119807,tt0249478,tt0330793
nm0002351	Juli-Ann Kay	1958	\N	casting_department,casting_director,producer	tt0240890,tt0267626,tt0266452,tt0120903
nm0002352	Raul daSilva	1933	\N	director,writer,camera_department	tt0385613,tt0207703,tt0307686,tt0307463
nm0002353	Thomas Newman	1955	\N	music_department,composer,soundtrack	tt1074638,tt8579674,tt1454029,tt0910970
nm0002354	John Williams	1932	\N	music_department,soundtrack,composer	tt0076759,tt0078346,tt0080684,tt0407304
nm0002355	Charles Van Enger	1890	1980	cinematographer,camera_department,assistant_director	tt0035124,tt0011387,tt0035555,tt0033855
nm0002356	Gregory Avellone	\N	\N	actor,director,miscellaneous	tt0093640,tt0119925,tt0114898,tt0103855
nm0002357	JD Roberto	1969	\N	actor,stunts,producer	tt0948470,tt1872181,tt0120746,tt0990407
nm0002358	Laura Behary	1961	\N	editorial_department,miscellaneous	tt0405422,tt0113845,tt0104694,tt0228750
nm0002359	Katy Wallin	\N	\N	casting_director,casting_department,producer	tt0192788,tt0143344,tt0113820,tt0124819
nm0002360	Matthias Maaß	\N	\N	camera_department,cinematographer,director	tt1858812,tt0093191,tt1161645,tt2363241
nm0002361	Lynn Sable	\N	\N	sound_department,music_department	tt0458339,tt0183523,tt0094226,tt5095030
nm0002362	Ken Estes	\N	\N	special_effects	tt0088011,tt0267804,tt0102685,tt0253754
nm0002363	Don Neudecker	1971	\N	visual_effects,producer	tt0120711,tt0105946,tt0121804,tt0225683
nm0002364	Dante Basco	1975	\N	actor,producer,writer	tt2139965,tt0102057,tt0179116,tt0446046
nm0002365	Dionysio Basco	1977	\N	actor,director,producer	tt3120560,tt0299055,tt4065382,tt0285728
nm0002366	Christopher Young	1957	\N	composer,music_department,soundtrack	tt1922777,tt0244244,tt0137494,tt0391198
nm0002367	John Warren	\N	\N	location_management,miscellaneous	tt0116000,tt0112757,tt0090727,tt0110363
nm0002368	Tom Flynn	\N	\N	writer,director	tt0108521,tt0194008,tt4481414,tt5116302
nm0002369	John Williams	1903	1983	actor	tt0048728,tt0046912,tt0047437,tt0051201
nm0002370	J.A.C. Redford	1953	\N	composer,music_department,soundtrack	tt0120647,tt0948470,tt0499549,tt0096560
nm0002371	Karen Arbeeny	\N	\N	producer,director,assistant_director	tt0119903,tt0106258,tt1233611,tt0124800
nm0002372	Paul M. Gordon	\N	\N	editor	tt0182890,tt0119980
nm0002373	Janice Keuhnelian	\N	\N	editorial_department,editor,music_department	tt0107561,tt0120634,tt0088513,tt0116242
nm0002374	Robert de Vico	\N	\N	production_designer,art_department,director	tt0094169,tt0143874,tt0233142,tt0144117
nm0002375	Ron McLeod	\N	\N	producer,production_manager,assistant_director	tt4181052,tt0443701,tt2625810,tt5610554
nm0002376	David Hare	1947	\N	writer,producer,director	tt1797469,tt0274558,tt0976051,tt0090310
nm0002377	Stephen Semel	\N	\N	producer,editor,editorial_department	tt0475784,tt0245844,tt0411008,tt1839578
nm0002378	Catherine Davis	\N	\N	actress	tt0105341,tt0109275
nm0002379	Hans Moser	1880	1964	actor,soundtrack,writer	tt0036333,tt0048684,tt0028878,tt0033049
nm0002380	Giorgio Moroder	1940	\N	soundtrack,music_department,composer	tt0093692,tt0077928,tt0092099,tt0085549
nm0002381	John Bailie	1959	\N	camera_department,cinematographer	tt4513678,tt2713180,tt1515091,tt0320691
nm0002382	Paul Chart	1961	\N	director,writer,producer	tt0200910,tt0118603,tt0092352,tt2295748
nm0002383	Myron Nettinga	1967	\N	sound_department	tt0266697,tt0265086,tt1045658,tt6324278
nm0002384	Samuel Vartek	1969	\N	editor,writer,sound_department	tt0206811,tt7374370,tt1137439,tt5628870
nm0002385	Linda Moran	\N	\N	producer,actress,miscellaneous	tt0242587,tt0808279,tt0407265,tt8110640
nm0002386	Preston Oliver	1952	\N	sound_department,miscellaneous,music_department	tt0257756,tt0129167,tt0100258,tt0286499
nm0002387	Andrew Cohen	1954	\N	editor,editorial_department,producer	tt1212452,tt0448190,tt2402207,tt11640020
nm0002388	Patrick J. Doody	\N	\N	producer,writer,editor	tt6987788,tt0206397,tt0205900,tt1647865
nm0002389	Nigel Plaskitt	1950	\N	actor,miscellaneous,producer	tt0371724,tt0091419,tt0120738,tt0091369
nm0002390	James R. Maceo	\N	\N	location_management,production_manager,miscellaneous	tt0257756,tt0307479,tt0964517,tt0372237
nm0002391	Dwayne Adway	1969	\N	actor,producer	tt1247657,tt0140829,tt0361620,tt0378109
nm0002392	Brad Kersch	\N	\N	producer,director,writer	tt0207113,tt1429060,tt3268164,tt3337918
nm0002393	Tara Howie	1973	\N	miscellaneous,transportation_department,camera_department	tt0250687,tt1375666,tt0359013,tt0242445
nm0002394	Chris H. Ullrich	\N	\N	producer,production_manager,miscellaneous	tt0119282,tt0267414,tt0114148,tt0116583
nm0002395	Craig Binkley	1946	\N	art_department,miscellaneous,transportation_department	tt0445946,tt0244365,tt1285309,tt0102685
nm0002396	Scott Shaw	1958	\N	producer,director,editor	tt0102804,tt0105310,tt0342750,tt0286668
nm0002397	Andrew Z. Davis	\N	\N	producer,production_manager,location_management	tt0120461,tt1053424,tt1637688,tt1240982
nm0002398	Paris Themmen	1959	\N	actor,miscellaneous,assistant_director	tt0491152,tt0067992,tt2198243,tt0110426
nm0002399	Alik Sakharov	1959	\N	cinematographer,director,producer	tt1856010,tt0141842,tt0944947,tt5071412
nm0002400	Suresh Jindal	1942	\N	producer,director,actor	tt0083987,tt0072064,tt0076696,tt0085776
nm0002401	David Max Steinberg	1958	\N	cinematographer,producer,director	tt9459336,tt0108136,tt0096074,tt0122106
nm0002402	Mark Allen	\N	\N	visual_effects,editorial_department,director	tt0194773,tt3956230,tt0280665,tt0937403
nm0002403	Todd Baker	\N	\N	producer,actor,miscellaneous	tt0496200,tt0411040,tt0214490,tt0119655
nm0002404	Richard J. Gonzales Jr.	\N	\N	miscellaneous,camera_department,editor	tt0098600,tt0417750,tt0102185,tt0249347
nm0002405	Scott Harris	\N	\N	assistant_director,miscellaneous,producer	tt0112641,tt0106918,tt0099088,tt0114369
nm0002406	Harry Jay Knowles	1971	\N	actor,producer,writer	tt0306846,tt7171224,tt1707821,tt0133751
nm0002407	Jason D. Scott	\N	\N	miscellaneous	tt0119910
nm0002408	Todd R. Baker	\N	\N	producer	tt0109068,tt0112757,tt0111667,tt0119196
nm0002409	Paul Blomdahl	1976	\N	visual_effects,producer,director	tt0392690,tt0386620
nm0002410	Jerome Borenstein	1967	\N	assistant_director,actor,miscellaneous	tt4532826,tt0293564,tt0298814,tt0408306
nm0002411	Mani Kaul	1944	2011	director,writer,actor	tt0066514,tt0207626,tt0070009,tt0066787
nm0002412	Michael Fallavollita	\N	\N	editor,producer,editorial_department	tt0120647,tt0107290,tt0380008,tt3358964
nm0002413	David Jackson	\N	\N	director,writer,producer	tt0349358,tt0088513,tt0086759,tt0115277
nm0002414	Paul Chihara	1938	\N	composer,music_department,soundtrack	tt0368222,tt0072856,tt0091281,tt0149439
nm0002415	Colin Hoult	\N	\N	camera_department,cinematographer	tt3007572,tt5171438,tt3387520,tt2654620
nm0002416	John O'Hagan	1968	\N	cinematographer,director,miscellaneous	tt11266166,tt0207474,tt0120529,tt0109504
nm0002417	Daniel Pyne	\N	\N	writer,producer,director	tt0118150,tt0488120,tt0164184,tt0368008
nm0002418	Colin Brunton	1955	\N	producer,assistant_director,production_manager	tt9726452,tt3526078,tt0248845,tt0096626
nm0002419	Jay Sedrish	\N	\N	production_manager,producer,miscellaneous	tt0115956,tt0338337,tt0234215,tt1904996
nm0002420	Barry Stone	1945	\N	cinematographer,camera_department,producer	tt0081383,tt1573207,tt0114305,tt0107779
nm0002421	Robert McDonaugh	\N	\N	director,producer	tt0207403,tt0207770,tt0207799,tt0207420
nm0002422	Andy Pavord	1962	\N	location_management,production_manager,miscellaneous	tt0248126,tt0119347,tt0429715,tt0120902
nm0002423	Eric Van Haren Noman	1943	\N	cinematographer,camera_department	tt0073341,tt0083284,tt0083972,tt0082418
nm0002424	Linda Lowy	\N	\N	casting_director,casting_department,miscellaneous	tt0413573,tt0143145,tt0758745,tt1440129
